record,mode,frame_idx,is_valid,reason
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,0,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,1,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,2,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,3,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,4,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,5,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,6,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,7,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,8,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,9,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,10,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,11,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,12,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,13,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,14,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,15,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,16,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,17,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,18,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,19,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,20,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,21,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,22,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,23,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,24,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,25,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,26,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,27,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,28,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,29,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,30,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,31,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,32,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,33,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,34,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,35,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,36,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,37,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,38,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,39,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,40,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,41,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,42,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,43,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,44,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,45,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,46,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,47,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,48,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,49,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,50,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,51,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,52,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,53,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,54,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,55,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,56,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,57,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,58,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,59,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,60,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,61,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,62,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,63,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,64,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,65,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,66,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,67,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,68,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,69,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,70,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,71,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,72,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,73,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,74,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,75,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,76,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,77,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,78,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,79,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,80,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,81,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,82,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,83,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,84,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,85,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,86,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,87,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,88,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,89,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,90,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,91,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,92,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,93,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,94,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,95,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,96,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,97,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,98,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,99,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,100,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,101,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,102,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,103,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,104,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,105,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,106,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,107,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,108,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,109,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,110,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,111,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,112,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,113,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,114,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,115,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,116,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,117,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,118,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,119,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,120,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,121,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,122,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,123,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,124,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,125,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,126,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,127,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,128,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,129,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,130,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,131,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,132,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,133,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,134,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,135,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,136,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,137,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,138,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,139,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,140,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,141,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,142,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,143,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,144,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,145,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,146,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,147,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,148,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,149,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,150,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,151,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,152,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,153,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,154,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,155,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,156,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,157,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,158,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,159,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,160,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,161,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,162,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,163,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,164,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,165,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,166,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,167,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,168,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,169,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,170,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,171,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,172,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,173,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,174,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,175,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,176,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,177,True,
AnimeFantasyRPG_0_60,4_Difficult/4_Difficult_2/fps_30,178,True,
